da	no	424021027	da	145557349	da	282631628	2412	16112
da	da	9449558	da	21868120	da	51163888	584	3515
da	no	846295	da	10807508	da	68644782	157	1043
da	no	720382	da	1258366	da	57859042	124	853
da	da	738103	da	1267226	da	60008517	165	1050
da	no	1051168	da	4307802	da	199002646	378	2529
da	no	730737	da	1377159	da	45171938	137	906
da	no	1097857	da	1737212	da	49795089	188	1404
da	da	837849	da	9429009	da	52828600	199	1404
da	da	2947812	da	1819750	da	147844450	3175	20804
da	da	2377271	da	3495450	da	249143635	2347	14804
da	da	2159880	da	1082621	da	87844255	1481	9539
da	no	616112	da	475609	da	46487625	111	630
da	no	622383	da	425506	da	46858137	108	702
da	da	2448761	da	1338069	da	232135979	2130	13811
da	no	575899	da	539341	da	42195001	88	548
da	no	711578	da	516488	da	60413841	174	1148
da	da	2596649	da	1432088	da	109607534	432	2697
da	da	875386	da	430512	da	51481231	251	1747
da	da	1736952	da	999295	da	76733508	1092	7418
da	da	6561375	da	14616312	da	278122868	3710	25493
da	da	1132877	da	864611	da	60790809	599	3761
da	no	622109	da	384999	da	56465677	105	691
da	da	1044002	da	541108	da	73755500	582	3893
da	da	1152813	da	569896	da	74233392	497	3501
da	no	931947	da	685683	da	49168213	186	1230
da	no	758333	da	1012357	da	46050689	128	825
da	da	2146441	da	1497922	da	189028329	1862	11897
da	no	817326	da	566911	da	50621862	196	1415
da	no	1211317	da	4621649	da	64822449	392	2653
da	da	3265150	da	658189	da	83531487	461	2879
da	da	6252308	da	725371	da	68256950	105	617
da	no	2151133	da	4656724	da	63211670	117	798
da	da	4108790	da	2488457	da	63361743	169	957
da	da	723528	da	431175	da	42634927	92	673
da	da	1083452	da	636884	da	67151036	466	3323
da	da	1282128	da	660708	da	65841500	795	5215
da	no	933838	da	675783	da	57551705	249	1527
da	no	756802	da	543083	da	58713101	146	967
da	da	1200487	da	934793	da	50581938	217	1288
da	da	776879	da	611505	da	49777782	197	1238
da	da	1214023	da	556464	da	154045103	313	2033
da	da	918211	da	477604	da	50727079	306	2010
da	no	3612802	da	570892	da	51051801	316	2003
da	da	1934001	da	1173980	da	93326295	1646	10227
